_id,INTERSECTION_ID,LINEAR_NAME_FULL_1,LINEAR_NAME_FULL_2,MI_PRINX,OBJECTID,ID,CLIENT_STREET_1,CLIENT_STREET_2,RLC,TCS,NAME,ADDITIONAL_INFO,MAIN,SIDE1,SIDE2,MID_BLOCK,PRIVATE_ACCESS,DISTRICT,WARD_1,WARD_2,WARD_3,WARD_4,POLICE_DIVISION_1,POLICE_DIVISION_2,POLICE_DIVISION_3,ACTIVATION_DATE,geometry
65,13457863,Eglinton Ave W,Spadina Rd,65,65,65,EGLINTON AVE W,SPADINA RD,6072,0099,Eglinton Ave W And Spadina Rd,,EGLINTON AVE W,SPADINA RD,,,,North York,Eglinton-Lawrence(8),Toronto-St. Paul's(12),,,13,53,,2010-01-07T05:00:00,"c(-79.4191080086644, 43.7023509956489)"
66,13452266,Lawrence Ave E,Don Mills Rd,66,66,66,LAWRENCE AVE E,DON MILLS RD,6074,0402,Lawrence Ave E And Don Mills Rd,,LAWRENCE AVE E,DON MILLS RD,,,,North York,Don Valley East(16),,,,33,,,2009-09-10T04:00:00,"c(-79.3434479955005, 43.7371730050547)"
67,13443509,Neilson Rd,Sheppard Ave E,67,67,67,NEILSON RD,SHEPPARD AVE E,6075,1222,Neilson Rd And Sheppard Ave E,,NEILSON RD,SHEPPARD AVE E,,,,Scarborough,Scarborough North(23),Scarborough-Rouge Park(25),,,42,,,2009-08-04T04:00:00,"c(-79.2176650080531, 43.7981220089414)"
68,13443955,Sheppard Ave E,Malvern St,68,68,68,SHEPPARD AVE E,MALVERN ST,6076,1568,Sheppard Ave E And Malvern St / Progress Ave,,SHEPPARD AVE E,MALVERN ST,PROGRESS AVE,,,Scarborough,Scarborough North(23),,,,42,,,2009-08-04T04:00:00,"c(-79.2349310078247, 43.7946620094042)"
69,13444869,Ellesmere Rd,Military Trl,69,69,69,ELLESMERE RD,MILITARY TRL,6077,1195,Ellesmere Rd And Military Trl,,ELLESMERE RD,MILITARY TRL,,,,Scarborough,Scarborough-Rouge Park(25),,,,43,,,2009-08-05T04:00:00,"c(-79.1883100064072, 43.7865780023884)"
70,14228400,Kennedy Rd,401 C E Kennedy Rd Ramp,70,70,70,KENNEDY RD,401 C E KENNEDY RD RAMP,6078,0920,Kennedy Rd And 401 C E Kennedy Rd Ramp / William Kitchen Rd,HWY 401 SOUTH INTERSECTION,KENNEDY RD,401 C E KENNEDY RD RAMP,WILLIAM KITCHEN RD,,,Scarborough,Scarborough Centre(21),,,,41,,,2017-12-19T05:00:00,"c(-79.2838680047475, 43.7731870021528)"
71,13466730,University Ave,Richmond St W,71,71,71,UNIVERSITY AVE,RICHMOND ST W,6079,0079,University Ave And Richmond St W,,UNIVERSITY AVE,RICHMOND ST W,,,,Toronto and East York,Spadina-Fort York(10),,,,52,,,2017-07-24T04:00:00,"c(-79.3862910070768, 43.6500869989537)"
72,13466117,Adelaide St E,Parliament St,72,72,72,ADELAIDE ST E,PARLIAMENT ST,6080,0214,Adelaide St E And Parliament St,,ADELAIDE ST E,PARLIAMENT ST,,,,Toronto and East York,Toronto Centre(13),,,,51,,,2017-06-05T04:00:00,"c(-79.3635979983947, 43.6535639991237)"
73,13466931,University Ave,Adelaide St W,73,73,73,UNIVERSITY AVE,ADELAIDE ST W,6081,0078,University Ave And Adelaide St W,,UNIVERSITY AVE,ADELAIDE ST W,,,,Toronto and East York,Spadina-Fort York(10),,,,52,,,2017-10-20T04:00:00,"c(-79.3855560013834, 43.6488690023181)"
74,13466604,University Ave,Queen St W,74,74,74,UNIVERSITY AVE,QUEEN ST W,6083,0080,University Ave And Queen St W,,UNIVERSITY AVE,QUEEN ST W,,,,Toronto and East York,Spadina-Fort York(10),,,,52,,,2017-08-31T04:00:00,"c(-79.3866280046579, 43.6508519992253)"
75,13454197,Keele St,Wilson Ave,75,75,75,KEELE ST,WILSON AVE,6084,0597,Keele St And Wilson Ave,,KEELE ST,WILSON AVE,,,,North York,York Centre(6),,,,31,,,2017-10-20T04:00:00,"c(-79.4820690045095, 43.7266419991172)"
76,13468377,Lake Shore Blvd W,Spadina Ave,76,76,76,LAKE SHORE BLVD W,SPADINA AVE,6085,0215,Lake Shore Blvd W And Spadina Ave / Lower Spadina Ave,E/B LAKE SHORE BLVD,LAKE SHORE BLVD W,SPADINA AVE,LOWER SPADINA AVE,,,Toronto and East York,Spadina-Fort York(10),,,,14,52,,2017-08-08T04:00:00,"c(-79.3922259986906, 43.6384530045981)"
77,13469683,Lake Shore Blvd W,Park Lawn Rd,77,77,77,LAKE SHORE BLVD W,PARK LAWN RD,6086,0230,Lake Shore Blvd W And Park Lawn Rd / Marine Parade Dr,,LAKE SHORE BLVD W,PARK LAWN RD,MARINE PARADE DR,,,Etobicoke York,Etobicoke-Lakeshore(3),,,,22,,,2017-10-06T04:00:00,"c(-79.4812110096601, 43.6229680112056)"
78,13447964,Sheppard Ave E,Bayview Ave,78,78,78,SHEPPARD AVE E,BAYVIEW AVE,6087,0648,Sheppard Ave E And Bayview Ave,,SHEPPARD AVE E,BAYVIEW AVE,,,,North York,Willowdale(18),Don Valley North(17),,,33,32,,2017-07-14T04:00:00,"c(-79.38805600118, 43.7665890046041)"
79,13447719,Steeles Ave W,Weston Rd,79,79,79,STEELES AVE W,WESTON RD,6088,1289,Steeles Ave W And Weston Rd,,STEELES AVE W,WESTON RD,,,,Etobicoke York,Humber River-Black Creek(7),,,,31,,,2017-10-30T04:00:00,"c(-79.5465260053289, 43.7702810010402)"
80,13448786,Lawrence Ave E,Greencedar Crct,80,80,80,LAWRENCE AVE E,GREENCEDAR CRCT,6089,0419,Lawrence Ave E And Greencedar Crct / Greenbrae Crct,,LAWRENCE AVE E,GREENCEDAR CRCT,GREENBRAE CRCT,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2017-03-10T05:00:00,"c(-79.2330769989999, 43.7581840043566)"
81,13443562,Finch Ave E,Birchmount Rd,81,81,81,FINCH AVE E,BIRCHMOUNT RD,6090,1138,Finch Ave E And Birchmount Rd,,FINCH AVE E,BIRCHMOUNT RD,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2017-03-10T05:00:00,"c(-79.3059809951566, 43.7989979995184)"
82,13468751,Bloor St W,The East Mall,82,82,82,BLOOR ST W,THE EAST MALL,6092,0792,Bloor St W And The East Mall,,BLOOR ST W,THE EAST MALL,,,,Etobicoke York,Etobicoke Centre(2),Etobicoke-Lakeshore(3),,,22,,,2017-12-19T05:00:00,"c(-79.5567089997178, 43.6369290009577)"
83,13455040,Wilson Ave,Jane St,83,83,83,WILSON AVE,JANE ST,6094,0532,Wilson Ave And Jane St,,WILSON AVE,JANE ST,,,,Etobicoke York,Humber River-Black Creek(7),York Centre(6),,,31,,,2017-03-09T05:00:00,"c(-79.5086339938217, 43.7209150020263)"
84,13442867,Warden Ave,McNicoll Ave,84,84,84,WARDEN AVE,MCNICOLL AVE,6095,1287,Warden Ave And Mcnicoll Ave,,WARDEN AVE,MCNICOLL AVE,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2017-03-10T05:00:00,"c(-79.3209749936509, 43.8063490021709)"
85,13446042,Steeles Ave W,Keele St,85,85,85,STEELES AVE W,KEELE ST,6097,0602,Steeles Ave W And Keele St,,STEELES AVE W,KEELE ST,,,,Etobicoke York,Humber River-Black Creek(7),York Centre(6),,,31,,,2017-03-10T05:00:00,"c(-79.4945059992452, 43.7815790029302)"
86,13467345,University Ave,Wellington St W,86,86,86,UNIVERSITY AVE,WELLINGTON ST W,6098,0076,University Ave And Wellington St W,,UNIVERSITY AVE,WELLINGTON ST W,,,,Toronto and East York,Spadina-Fort York(10),,,,52,,,2017-09-06T04:00:00,"c(-79.3840989922877, 43.6463830046885)"
87,13452362,Albion Rd,Kipling Ave,87,87,87,ALBION RD,KIPLING AVE,6099,0734,Albion Rd And Kipling Ave,,ALBION RD,KIPLING AVE,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2017-07-10T04:00:00,"c(-79.5804020028511, 43.7397240059444)"
88,13469800,The Queensway,Kipling Ave,88,88,88,THE QUEENSWAY,KIPLING AVE,6100,0568,The Queensway And Kipling Ave,,THE QUEENSWAY,KIPLING AVE,,,,Etobicoke York,Etobicoke-Lakeshore(3),,,,22,,,2018-09-05T04:00:00,"c(-79.5267410052857, 43.6209179956827)"
89,13444088,Finch Ave E,Gordon Baker Rd,89,89,89,FINCH AVE E,GORDON BAKER RD,6101,1181,Finch Ave E And Gordon Baker Rd / Finch E 404 N Ramp,,FINCH AVE E,GORDON BAKER RD,FINCH E 404 N RAMP,,,North York,Don Valley North(17),,,,33,,,2017-11-30T05:00:00,"c(-79.3412610045643, 43.7951470000125)"
90,13463674,Jarvis St,Isabella St,90,90,90,JARVIS ST,ISABELLA ST,6102,0012,Jarvis St And Isabella St,,JARVIS ST,ISABELLA ST,,,,Toronto and East York,Toronto Centre(13),,,,51,,,2017-03-13T04:00:00,"c(-79.3794520049809, 43.6688930027192)"
91,13452352,Danforth Rd,Brimley Rd,91,91,91,DANFORTH RD,BRIMLEY RD,6103,0378,Danforth Rd And Brimley Rd,,DANFORTH RD,BRIMLEY RD,,,,Scarborough,Scarborough Southwest(20),,,,41,43,,2017-03-10T05:00:00,"c(-79.2473840010046, 43.7351730038106)"
92,13442036,McCowan Rd,McNicoll Ave,92,92,92,MCCOWAN RD,MCNICOLL AVE,6105,1493,Mccowan Rd And Mcnicoll Ave,,MCCOWAN RD,MCNICOLL AVE,,,,Scarborough,Scarborough North(23),,,,42,,,2017-03-14T04:00:00,"c(-79.2719800057721, 43.8179410082595)"
93,13463362,St Clair Ave W,Gunns Rd,93,93,93,ST CLAIR AVE W,GUNNS RD,6106,1404,St Clair Ave W And Gunns Rd / Old Stock Yards Rd @ Home Depot Entrance,,ST CLAIR AVE W,GUNNS RD,OLD STOCK YARDS RD,,HOME DEPOT ENTRANCE,Etobicoke York,York South-Weston(5),,,,12,11,,2017-07-10T04:00:00,"c(-79.4711240063789, 43.6717810093395)"
94,13467505,Spadina Ave,King St W,94,94,94,SPADINA AVE,KING ST W,6107,0273,Spadina Ave And King St W,,SPADINA AVE,KING ST W,,,,Toronto and East York,Spadina-Fort York(10),,,,14,52,,2017-11-03T04:00:00,"c(-79.3950459963437, 43.6454700030013)"
95,13444619,Sheppard Ave E,McCowan Rd,95,95,95,SHEPPARD AVE E,MCCOWAN RD,6108,0938,Sheppard Ave E And Mccowan Rd,,SHEPPARD AVE E,MCCOWAN RD,,,,Scarborough,Scarborough North(23),,,,42,,,2017-03-10T05:00:00,"c(-79.2588380089157, 43.7896200075726)"
96,13466241,King St E,Parliament St,96,96,96,KING ST E,PARLIAMENT ST,6109,0245,King St E And Parliament St,,KING ST E,PARLIAMENT ST,,,,Toronto and East York,Toronto Centre(13),,,,51,,,2017-03-10T05:00:00,"c(-79.3632450108231, 43.6527289986933)"
97,13456327,Rexdale Blvd,Martin Grove Rd,97,97,97,REXDALE BLVD,MARTIN GROVE RD,6110,0790,Rexdale Blvd And Martin Grove Rd,,REXDALE BLVD,MARTIN GROVE RD,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2017-04-11T04:00:00,"c(-79.581117010177, 43.7138439993169)"
98,13469998,The Queensway,The East Mall,98,98,98,THE QUEENSWAY,THE EAST MALL,6111,0911,The Queensway And The East Mall,,THE QUEENSWAY,THE EAST MALL,,,,Etobicoke York,Etobicoke-Lakeshore(3),,,,22,,,2017-10-06T04:00:00,"c(-79.5462869918465, 43.6164190042953)"
99,13460975,St Clair Ave W,Spadina Rd,99,99,99,ST CLAIR AVE W,SPADINA RD,6112,0479,St Clair Ave W And Spadina Rd,,ST CLAIR AVE W,SPADINA RD,,,,Toronto and East York,Toronto-St. Paul's(12),,,,13,53,,2017-07-14T04:00:00,"c(-79.4111690060153, 43.6846250039646)"
100,13447779,Dufferin St,Finch Ave W,100,100,100,DUFFERIN ST,FINCH AVE W,6113,0618,Dufferin St And Finch Ave W,,DUFFERIN ST,FINCH AVE W,,,,North York,York Centre(6),,,,32,,,2017-06-05T04:00:00,"c(-79.4669269987134, 43.7688520057869)"
101,13469914,Islington Ave,Evans Ave,101,101,101,ISLINGTON AVE,EVANS AVE,6114,0775,Islington Ave And Evans Ave,,ISLINGTON AVE,EVANS AVE,,,,Etobicoke York,Etobicoke-Lakeshore(3),,,,22,,,2017-06-05T04:00:00,"c(-79.5113280068698, 43.6183930020751)"
102,13463137,Eglinton Ave W,Martin Grove Rd,102,102,102,EGLINTON AVE W,MARTIN GROVE RD,6115,0786,Eglinton Ave W And Martin Grove Rd,,EGLINTON AVE W,MARTIN GROVE RD,,,,Etobicoke York,Etobicoke North(1),Etobicoke Centre(2),,,23,22,,2017-07-10T04:00:00,"c(-79.5631760034985, 43.6744770028432)"
103,13442866,Finch Ave E,Brimley Rd,103,103,103,FINCH AVE E,BRIMLEY RD,6116,1178,Finch Ave E And Brimley Rd,,FINCH AVE E,BRIMLEY RD,,,,Scarborough,Scarborough North(23),,,,42,,,2017-03-10T05:00:00,"c(-79.2773999905335, 43.8057060076328)"
104,13468970,Lake Shore Blvd W,Jameson Ave,104,104,104,LAKE SHORE BLVD W,JAMESON AVE,6117,0224,Lake Shore Blvd W And Jameson Ave,,LAKE SHORE BLVD W,JAMESON AVE,,,,Toronto and East York,Parkdale-High Park(4),,,,14,,,2017-07-10T04:00:00,"c(-79.4345630018802, 43.6333410037216)"
105,13452053,Eglinton Ave E,Danforth Rd,105,105,105,EGLINTON AVE E,DANFORTH RD,6118,0379,Eglinton Ave E And Danforth Rd,,EGLINTON AVE E,DANFORTH RD,,,,Scarborough,Scarborough Centre(21),Scarborough Southwest(20),,,43,,,2017-03-10T05:00:00,"c(-79.2461639921163, 43.7370970034513)"
106,13442522,Neilson Rd,McLevin Ave,106,106,106,NEILSON RD,MCLEVIN AVE,6119,1339,Neilson Rd And Mclevin Ave,,NEILSON RD,MCLEVIN AVE,,,,Scarborough,Scarborough North(23),Scarborough-Rouge Park(25),,,42,,,2017-06-05T04:00:00,"c(-79.2216579986745, 43.8091730021276)"
107,13467394,Simcoe St,Wellington St W,107,107,107,SIMCOE ST,WELLINGTON ST W,6120,0264,Simcoe St And Wellington St W,,SIMCOE ST,WELLINGTON ST W,,,,Toronto and East York,Spadina-Fort York(10),,,,52,,,2017-08-08T04:00:00,"c(-79.3855610005702, 43.6460530112796)"
108,13448840,Jane St,Stong Crt,108,108,108,JANE ST,STONG CRT,6121,0972,Jane St And Stong Crt / York Gate Blvd,,JANE ST,STONG CRT,YORK GATE BLVD,,,Etobicoke York,Humber River-Black Creek(7),,,,31,,,2017-10-20T04:00:00,"c(-79.518821999491, 43.7619170059083)"
109,13446514,Ellesmere Rd,Bellamy Rd N,109,109,109,ELLESMERE RD,BELLAMY RD N,6122,0700,Ellesmere Rd And Bellamy Rd N,,ELLESMERE RD,BELLAMY RD N,,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2017-03-10T05:00:00,"c(-79.2417590066978, 43.7743339999482)"
110,13450163,Lawrence Ave E,Kennedy Rd,110,110,110,LAWRENCE AVE E,KENNEDY RD,6123,0412,Lawrence Ave E And Kennedy Rd,,LAWRENCE AVE E,KENNEDY RD,,,,Scarborough,Scarborough Centre(21),,,,41,,,2017-03-10T05:00:00,"c(-79.2749340070665, 43.7494969990726)"
111,13454488,Warden Ave,Comstock Rd,111,111,111,WARDEN AVE,COMSTOCK RD,6124,0690,Warden Ave And Comstock Rd,,WARDEN AVE,COMSTOCK RD,,,,Scarborough,Scarborough Southwest(20),,,,41,,,2017-03-10T05:00:00,"c(-79.2849930048744, 43.7215320000156)"
112,13443955,Sheppard Ave E,Malvern St,112,112,112,SHEPPARD AVE E,MALVERN ST,6125,1568,Sheppard Ave E And Malvern St / Progress Ave,,SHEPPARD AVE E,MALVERN ST,PROGRESS AVE,,,Scarborough,Scarborough North(23),,,,42,,,2017-05-03T04:00:00,"c(-79.2349310078247, 43.7946620094042)"
113,13456668,Rexdale Blvd,Kipling Ave,113,113,113,REXDALE BLVD,KIPLING AVE,6126,0732,Rexdale Blvd And Kipling Ave,,REXDALE BLVD,KIPLING AVE,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2017-10-20T04:00:00,"c(-79.5667019990785, 43.7117030085107)"
114,13458367,Weston Rd,Lawrence Ave W,114,114,114,WESTON RD,LAWRENCE AVE W,6127,0431,Weston Rd And Lawrence Ave W,,WESTON RD,LAWRENCE AVE W,,,,Etobicoke York,York South-Weston(5),,,,12,,,2017-10-20T04:00:00,"c(-79.5162009996174, 43.7001579982337)"
115,13452733,Islington Ave,Albion Rd,115,115,115,ISLINGTON AVE,ALBION RD,6128,0717,Islington Ave And Albion Rd,,ISLINGTON AVE,ALBION RD,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2017-06-19T04:00:00,"c(-79.5653050069778, 43.7372359965559)"
116,NA,,,116,116,116,YONGE ST,STEELES AVE,6130,0131,Yonge St And Steeles Ave,,YONGE ST,STEELES AVE,,,,North York,Willowdale(18),,,,32,,,2017-08-11T04:00:00,"c(-79.4200839983511, 43.7979990068179)"
117,13463893,St Clair Ave W,Runnymede Rd,117,117,117,ST CLAIR AVE W,RUNNYMEDE RD,6131,0494,St Clair Ave W And Runnymede Rd,,ST CLAIR AVE W,RUNNYMEDE RD,,,,Etobicoke York,York South-Weston(5),,,,12,11,,2017-08-11T04:00:00,"c(-79.4835639906144, 43.6689929996743)"
118,13453141,Warden Ave,Ashtonbee Rd,118,118,118,WARDEN AVE,ASHTONBEE RD,6132,1377,Warden Ave And Ashtonbee Rd,,WARDEN AVE,ASHTONBEE RD,,,,Scarborough,Scarborough Centre(21),,,,41,,,2017-03-13T04:00:00,"c(-79.2887619943645, 43.7307110016848)"
119,13456952,Keele St,Lawrence Ave W,119,119,119,KEELE ST,LAWRENCE AVE W,6134,0428,Keele St And Lawrence Ave W,,KEELE ST,LAWRENCE AVE W,,,,Etobicoke York,York South-Weston(5),,,,12,,,2017-08-11T04:00:00,"c(-79.4780619980855, 43.7086590072417)"
120,13442651,Birchmount Rd,McNicoll Ave,120,120,120,BIRCHMOUNT RD,MCNICOLL AVE,6135,1413,Birchmount Rd And Mcnicoll Ave,,BIRCHMOUNT RD,MCNICOLL AVE,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2017-08-11T04:00:00,"c(-79.3111679978823, 43.8086369998735)"
121,13442502,Finch Ave E,Middlefield Rd,121,121,121,FINCH AVE E,MIDDLEFIELD RD,6136,1431,Finch Ave E And Middlefield Rd,,FINCH AVE E,MIDDLEFIELD RD,,,,Scarborough,Scarborough North(23),,,,42,,,2017-03-24T04:00:00,"c(-79.2576989968394, 43.8098879984202)"
122,13459022,Dixon Rd,Islington Ave,122,122,122,DIXON RD,ISLINGTON AVE,6137,0434,Dixon Rd And Islington Ave,,DIXON RD,ISLINGTON AVE,,,,Etobicoke York,Etobicoke North(1),Etobicoke Centre(2),,,23,,,2017-12-19T05:00:00,"c(-79.5467310031199, 43.6970490024325)"
123,13468134,Spadina Ave,Bremner Blvd,123,123,123,SPADINA AVE,BREMNER BLVD,6138,1579,Spadina Ave And Bremner Blvd / Fort York Blvd,,SPADINA AVE,BREMNER BLVD,FORT YORK BLVD,,,Toronto and East York,Spadina-Fort York(10),,,,14,52,,2017-09-28T04:00:00,"c(-79.393004001533, 43.6405620021071)"
124,13469508,The Queensway,Royal York Rd,124,124,124,THE QUEENSWAY,ROYAL YORK RD,6139,0565,The Queensway And Royal York Rd,,THE QUEENSWAY,ROYAL YORK RD,,,,Etobicoke York,Etobicoke-Lakeshore(3),,,,22,,,2017-06-05T04:00:00,"c(-79.5026320022918, 43.6263360042642)"
125,13468803,Lake Shore Blvd W,Strachan Ave,125,125,125,LAKE SHORE BLVD W,STRACHAN AVE,6140,0222,Lake Shore Blvd W And Strachan Ave / Remembrance Dr,,LAKE SHORE BLVD W,STRACHAN AVE,REMEMBRANCE DR,,,Toronto and East York,Spadina-Fort York(10),,,,14,,,2017-10-06T04:00:00,"c(-79.4087450089457, 43.6344420021957)"
126,13448547,Lawrence Ave E,Markham Rd,126,126,126,LAWRENCE AVE E,MARKHAM RD,6141,0420,Lawrence Ave E And Markham Rd,,LAWRENCE AVE E,MARKHAM RD,,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2017-03-24T04:00:00,"c(-79.2253240008177, 43.7598219974576)"
127,13455910,Jane St,Falstaff Ave,127,127,127,JANE ST,FALSTAFF AVE,6142,0531,Jane St And Falstaff Ave / Gordon Mackay Rd,,JANE ST,FALSTAFF AVE,GORDON MACKAY RD,,,Etobicoke York,York South-Weston(5),,,,12,,,2017-10-20T04:00:00,"c(-79.507223997328, 43.7154560102381)"
128,13454662,Avenue Rd,Lawrence Ave W,128,128,128,AVENUE RD,LAWRENCE AVE W,6143,0119,Avenue Rd And Lawrence Ave W,,AVENUE RD,LAWRENCE AVE W,,,,North York,Eglinton-Lawrence(8),,,,32,53,,2017-03-14T04:00:00,"c(-79.4156090060983, 43.7222550020132)"
129,13443081,Pharmacy Ave,McNicoll Ave,129,129,129,PHARMACY AVE,MCNICOLL AVE,6145,1241,Pharmacy Ave And Mcnicoll Ave,,PHARMACY AVE,MCNICOLL AVE,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2017-03-24T04:00:00,"c(-79.330734002608, 43.8041220005354)"
130,13445553,Markham Rd,Progress Ave,130,130,130,MARKHAM RD,PROGRESS AVE,6146,0878,Markham Rd And Progress Ave,,MARKHAM RD,PROGRESS AVE,,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2017-08-11T04:00:00,"c(-79.2338900025899, 43.7817459980457)"
131,13444062,Markham Rd,Sheppard Ave E,131,131,131,MARKHAM RD,SHEPPARD AVE E,6147,0701,Markham Rd And Sheppard Ave E,,MARKHAM RD,SHEPPARD AVE E,,,,Scarborough,Scarborough North(23),,,,42,,,2017-04-11T04:00:00,"c(-79.2387520051422, 43.7938690047402)"
132,13445096,Don Mills Rd,Van Horne Ave,132,132,132,DON MILLS RD,VAN HORNE AVE,6148,0628,Don Mills Rd And Van Horne Ave,,DON MILLS RD,VAN HORNE AVE,,,,North York,Don Valley North(17),,,,33,,,2017-07-10T04:00:00,"c(-79.3530289956111, 43.7873450079363)"
133,13443095,Sheppard Ave E,Morningside Ave,133,133,133,SHEPPARD AVE E,MORNINGSIDE AVE,6149,1108,Sheppard Ave E And Morningside Ave,,SHEPPARD AVE E,MORNINGSIDE AVE,,,,Scarborough,Scarborough-Rouge Park(25),,,,42,,,2017-03-10T05:00:00,"c(-79.1997710048694, 43.8019740056559)"
134,13443245,Morningside Ave,Milner Ave,134,134,134,MORNINGSIDE AVE,MILNER AVE,6150,1584,Morningside Ave And Milner Ave,,MORNINGSIDE AVE,MILNER AVE,,,,Scarborough,Scarborough-Rouge Park(25),,,,42,,,2017-03-10T05:00:00,"c(-79.1990800062785, 43.8002799962731)"
135,13442363,Kennedy Rd,McNicoll Ave,135,135,135,KENNEDY RD,MCNICOLL AVE,6152,1586,Kennedy Rd And Mcnicoll Ave,,KENNEDY RD,MCNICOLL AVE,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2017-09-28T04:00:00,"c(-79.3019450092272, 43.8121360060908)"
136,13446212,Markham Rd,Ellesmere Rd,136,136,136,MARKHAM RD,ELLESMERE RD,6153,0702,Markham Rd And Ellesmere Rd,,MARKHAM RD,ELLESMERE RD,,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2018-02-16T05:00:00,"c(-79.2317560025442, 43.7764360086941)"
137,13466139,Bloor St W,Keele St,137,137,137,BLOOR ST W,KEELE ST,6154,0328,Bloor St W And Keele St / Parkside Dr,,BLOOR ST W,KEELE ST,PARKSIDE DR,,,Toronto and East York,Parkdale-High Park(4),,,,11,,,2018-09-05T04:00:00,"c(-79.4600479973423, 43.6547070009503)"
138,13461355,Eglinton Ave W,Scarlett Rd,138,138,138,EGLINTON AVE W,SCARLETT RD,6155,0784,Eglinton Ave W And Scarlett Rd,,EGLINTON AVE W,SCARLETT RD,,,,Etobicoke York,Etobicoke Centre(2),,,,23,22,,2019-06-03T04:00:00,"c(-79.5114570043453, 43.6839620012534)"
139,13445306,Steeles Ave W,Dufferin St,139,139,139,STEELES AVE W,DUFFERIN ST,6156,0619,Steeles Ave W And Dufferin St,,STEELES AVE W,DUFFERIN ST,,,,North York,York Centre(6),,,,32,,,2018-09-05T04:00:00,"c(-79.4700889909467, 43.7872830028842)"
140,13463882,Dufferin St,Dupont St,140,140,140,DUFFERIN ST,DUPONT ST,6157,0608,Dufferin St And Dupont St,,DUFFERIN ST,DUPONT ST,,,,Toronto and East York,Davenport(9),,,,11,14,,2018-11-28T05:00:00,"c(-79.4390350096527, 43.6684640112994)"
141,13467841,Bloor St W,Islington Ave,141,141,141,BLOOR ST W,ISLINGTON AVE,6158,0339,Bloor St W And Islington Ave,,BLOOR ST W,ISLINGTON AVE,,,,Etobicoke York,Etobicoke-Lakeshore(3),,,,22,,,2018-11-28T05:00:00,"c(-79.5234379984697, 43.6446480024837)"
142,NA,,,142,142,142,STEELES AVE W,HIGHWAY 27,6159,1793,Steeles Ave W And Highway 27,,STEELES AVE W,HIGHWAY 27,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2019-03-01T05:00:00,"c(-79.6140899949954, 43.7554540002572)"
143,13446608,Sheppard Ave E,Don Mills Rd,143,143,143,SHEPPARD AVE E,DON MILLS RD,6160,0627,Sheppard Ave E And Don Mills Rd,,SHEPPARD AVE E,DON MILLS RD,,,,North York,Don Valley North(17),,,,33,,,2019-09-19T04:00:00,"c(-79.347040002097, 43.7751070040083)"
144,13447608,Steeles Ave W,Signet Dr,144,144,144,STEELES AVE W,SIGNET DR,6161,1232,Steeles Ave W And Signet Dr / Old Weston Rd,,STEELES AVE W,SIGNET DR,OLD WESTON RD,,,Etobicoke York,Humber River-Black Creek(7),,,,31,,,2019-06-03T04:00:00,"c(-79.5434480009718, 43.7709200085331)"
145,13445476,Kennedy Rd,Sheppard Ave E,145,145,145,KENNEDY RD,SHEPPARD AVE E,6162,0752,Kennedy Rd And Sheppard Ave E,,KENNEDY RD,SHEPPARD AVE E,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2020-05-27T04:00:00,"c(-79.2882629959488, 43.7832860020415)"
146,13461868,Bathurst St,Nina St,146,146,146,BATHURST ST,NINA ST,6163,0306,Bathurst St And Nina St,,BATHURST ST,NINA ST,,,,Toronto and East York,Toronto-St. Paul's(12),,,,13,,,2020-12-03T05:00:00,"c(-79.4169819991952, 43.6798239968693)"
147,13458353,Avenue Rd,Chaplin Cres,147,147,147,AVENUE RD,CHAPLIN CRES,6166,0116,Avenue Rd And Chaplin Cres,,AVENUE RD,CHAPLIN CRES,,,,Toronto and East York,Toronto-St. Paul's(12),,,,53,,,2022-05-19T04:00:00,"c(-79.4061560052234, 43.6987780017931)"
148,13443575,Brimley Rd,Huntingwood Dr,148,148,148,BRIMLEY RD,HUNTINGWOOD DR,6167,1170,Brimley Rd And Huntingwood Dr,,BRIMLEY RD,HUNTINGWOOD DR,,,,Scarborough,Scarborough North(23),,,,42,,,2021-04-07T04:00:00,"c(-79.2733659976785, 43.7984070025272)"
149,13446436,Brimley Rd,Progress Ave,149,149,149,BRIMLEY RD,PROGRESS AVE,6168,1072,Brimley Rd And Progress Ave,,BRIMLEY RD,PROGRESS AVE,,,,Scarborough,Scarborough Centre(21),,,,41,43,,2021-05-27T04:00:00,"c(-79.2631830057711, 43.7752810004707)"
