_id,INTERSECTION_ID,LINEAR_NAME_FULL_1,LINEAR_NAME_FULL_2,MI_PRINX,OBJECTID,ID,CLIENT_STREET_1,CLIENT_STREET_2,RLC,TCS,NAME,ADDITIONAL_INFO,MAIN,SIDE1,SIDE2,MID_BLOCK,PRIVATE_ACCESS,DISTRICT,WARD_1,WARD_2,WARD_3,WARD_4,POLICE_DIVISION_1,POLICE_DIVISION_2,POLICE_DIVISION_3,ACTIVATION_DATE,geometry
150,13454867,Kingston Rd,Brimley Rd,150,150,150,KINGSTON RD,BRIMLEY RD,6169,0164,Kingston Rd And Brimley Rd / Brimley Rd S,,KINGSTON RD,BRIMLEY RD,BRIMLEY RD S,,,Scarborough,Scarborough Southwest(20),,,,41,43,,2021-05-25T04:00:00,"c(-79.2403629937362, 43.7182259993558)"
151,13448254,Lawrence Ave E,Scarborough Golf Club Rd,151,151,151,LAWRENCE AVE E,SCARBOROUGH GOLF CLUB RD,6170,0397,Lawrence Ave E And Scarborough Golf Club Rd,,LAWRENCE AVE E,SCARBOROUGH GOLF CLUB RD,,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2021-05-14T04:00:00,"c(-79.2158379985684, 43.7618520036741)"
152,13441620,Steeles Ave E,Markham Rd,152,152,152,STEELES AVE E,MARKHAM RD,6171,1583,Steeles Ave E And Markham Rd,,STEELES AVE E,MARKHAM RD,,,,Scarborough,Scarborough North(23),,,,42,,,2021-06-30T04:00:00,"c(-79.2511890036955, 43.8365980058072)"
153,13444609,Steeles Ave W,Bathurst St,153,153,153,STEELES AVE W,BATHURST ST,6172,0678,Steeles Ave W And Bathurst St,,STEELES AVE W,BATHURST ST,,,,North York,York Centre(6),Willowdale(18),,,32,,,2021-12-29T05:00:00,"c(-79.4457550064858, 43.7924070075576)"
154,13468144,Strachan Ave,Wellington St W,154,154,154,STRACHAN AVE,WELLINGTON ST W,6173,2403,Strachan Ave And Wellington St W / Douro St,,STRACHAN AVE,WELLINGTON ST W,DOURO ST,,,Toronto and East York,Spadina-Fort York(10),,,,14,,,2021-06-21T04:00:00,"c(-79.4114689982727, 43.6407580008455)"
155,13465166,University Ave,College St,155,155,155,UNIVERSITY AVE,COLLEGE ST,6174,0083,University Ave And College St,,UNIVERSITY AVE,COLLEGE ST,,,,Toronto and East York,University-Rosedale(11),,,,52,,,2021-10-21T04:00:00,"c(-79.3904940096713, 43.6598580027362)"
156,13465980,University Ave,Dundas St W,156,156,156,UNIVERSITY AVE,DUNDAS ST W,6175,0081,University Ave And Dundas St W,,UNIVERSITY AVE,DUNDAS ST W,,,,Toronto and East York,University-Rosedale(11),Spadina-Fort York(10),,,52,,,2021-06-21T04:00:00,"c(-79.3883140021352, 43.6547900061355)"
157,13448519,Warden Ave,Ellesmere Rd,157,157,157,WARDEN AVE,ELLESMERE RD,6176,0694,Warden Ave And Ellesmere Rd,,WARDEN AVE,ELLESMERE RD,,,,Scarborough,Scarborough Centre(21),,,,41,,,2021-06-11T04:00:00,"c(-79.3007509906093, 43.7611930035096)"
158,13443314,Warden Ave,Bridletowne Crcl,158,158,158,WARDEN AVE,BRIDLETOWNE CRCL,6177,1217,Warden Ave And Bridletowne Crcl,SOUTH INTERSECTION,WARDEN AVE,BRIDLETOWNE CRCL,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2021-12-16T05:00:00,"c(-79.3138820071934, 43.7921790026872)"
159,13445655,Willowdale Ave,Bishop Ave,159,159,159,WILLOWDALE AVE,BISHOP AVE,6178,1640,Willowdale Ave And Bishop Ave,,WILLOWDALE AVE,BISHOP AVE,,,,North York,Willowdale(18),,,,32,,,2021-04-07T04:00:00,"c(-79.4078709998587, 43.7834400045557)"
160,13442003,Steeles Ave E,Warden Ave,160,160,160,STEELES AVE E,WARDEN AVE,6179,1191,Steeles Ave E And Warden Ave,,STEELES AVE E,WARDEN AVE,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2022-09-16T04:00:00,"c(-79.3244359888069, 43.8196309971474)"
161,13445027,Cummer Ave,Willowdale Ave,161,161,161,CUMMER AVE,WILLOWDALE AVE,6180,0806,Cummer Ave And Willowdale Ave,,CUMMER AVE,WILLOWDALE AVE,,,,North York,Willowdale(18),,,,32,,,2021-05-25T04:00:00,"c(-79.409916994778, 43.7886630024238)"
162,13446551,Sheppard Ave E,Victoria Park Ave,162,162,162,SHEPPARD AVE E,VICTORIA PARK AVE,6181,0748,Sheppard Ave E And Victoria Park Ave,,SHEPPARD AVE E,VICTORIA PARK AVE,,,,North York,Don Valley North(17),Scarborough-Agincourt(22),,,33,42,,2021-05-27T04:00:00,"c(-79.3230170005675, 43.7752440086096)"
163,13446970,Bathurst St,Finch Ave W,163,163,163,BATHURST ST,FINCH AVE W,6182,0675,Bathurst St And Finch Ave W,,BATHURST ST,FINCH AVE W,,,,North York,York Centre(6),Willowdale(18),,,32,,,2021-07-29T04:00:00,"c(-79.4430079979777, 43.7738590056771)"
164,13444423,Finch Ave E,Don Mills Rd,164,164,164,FINCH AVE E,DON MILLS RD,6183,0869,Finch Ave E And Don Mills Rd,,FINCH AVE E,DON MILLS RD,,,,North York,Don Valley North(17),,,,33,,,2021-05-07T04:00:00,"c(-79.3547360041712, 43.7926600047163)"
165,13447496,Ellesmere Rd,Midland Ave,165,165,165,ELLESMERE RD,MIDLAND AVE,6184,0697,Ellesmere Rd And Midland Ave,,ELLESMERE RD,MIDLAND AVE,,,,Scarborough,Scarborough Centre(21),,,,41,,,2022-07-28T04:00:00,"c(-79.2711099947681, 43.7679240068039)"
166,13446896,Steeles Ave W,Jane St,166,166,166,STEELES AVE W,JANE ST,6185,0535,Steeles Ave W And Jane St,,STEELES AVE W,JANE ST,,,,Etobicoke York,Humber River-Black Creek(7),,,,31,,,2021-03-05T05:00:00,"c(-79.5217349954741, 43.775470007186)"
167,13452283,Sheppard Ave W,Jane St,167,167,167,SHEPPARD AVE W,JANE ST,6186,0533,Sheppard Ave W And Jane St,,SHEPPARD AVE W,JANE ST,,,,Etobicoke York,Humber River-Black Creek(7),York Centre(6),,,31,,,2021-05-14T04:00:00,"c(-79.5132209984939, 43.7393890046471)"
168,13449830,Lawrence Ave E,Midland Ave,168,168,168,LAWRENCE AVE E,MIDLAND AVE,6187,0413,Lawrence Ave E And Midland Ave,,LAWRENCE AVE E,MIDLAND AVE,,,,Scarborough,Scarborough Centre(21),,,,41,,,2021-09-30T04:00:00,"c(-79.2650520049525, 43.7515209975058)"
169,13446827,McCowan Rd,Ellesmere Rd,169,169,169,MCCOWAN RD,ELLESMERE RD,6188,0699,Mccowan Rd And Ellesmere Rd,,MCCOWAN RD,ELLESMERE RD,,,,Scarborough,Scarborough Centre(21),Scarborough-Guildwood(24),,,43,,,2021-08-27T04:00:00,"c(-79.251497995166, 43.7721420056226)"
170,13454098,Dufferin St,Bridgeland Ave,170,170,170,DUFFERIN ST,BRIDGELAND AVE,6189,0616,Dufferin St And Bridgeland Ave / Yorkdale Rd,,DUFFERIN ST,BRIDGELAND AVE,YORKDALE RD,,,North York,Eglinton-Lawrence(8),,,,32,,,2022-07-22T04:00:00,"c(-79.4576530092748, 43.7269950077038)"
171,13447827,McCowan Rd,Brimorton Dr,171,171,171,MCCOWAN RD,BRIMORTON DR,6190,0951,Mccowan Rd And Brimorton Dr,,MCCOWAN RD,BRIMORTON DR,,,,Scarborough,Scarborough Centre(21),Scarborough-Guildwood(24),,,43,,,2021-06-11T04:00:00,"c(-79.2489580019758, 43.7654209967952)"
172,NA,,,172,172,172,HIGHWAY 27,REXDALE BLVD,6191,1161,Highway 27 And Rexdale Blvd,,HIGHWAY 27,REXDALE BLVD,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2021-06-11T04:00:00,"c(-79.5956219954628, 43.717268007419)"
173,13452437,Bathurst St,Wilson Ave,173,173,173,BATHURST ST,WILSON AVE,6192,0320,Bathurst St And Wilson Ave,,BATHURST ST,WILSON AVE,,,,North York,York Centre(6),,,,32,,,2021-06-29T04:00:00,"c(-79.4340050046302, 43.7373540023486)"
174,13465860,Jarvis St,Shuter St,174,174,174,JARVIS ST,SHUTER ST,6193,0007,Jarvis St And Shuter St,,JARVIS ST,SHUTER ST,,,,Toronto and East York,Toronto Centre(13),,,,51,,,2021-06-03T04:00:00,"c(-79.3739169933193, 43.6553610036448)"
175,13448487,Lawrence Ave E,Greencrest Crct,175,175,175,LAWRENCE AVE E,GREENCREST CRCT,6194,1005,Lawrence Ave E And Greencrest Crct / Greenholm Crct,,LAWRENCE AVE E,GREENCREST CRCT,GREENHOLM CRCT,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2021-07-29T04:00:00,"c(-79.2229820032987, 43.7603119953437)"
176,13449574,Steeles Ave W,Martin Grove Rd,176,176,176,STEELES AVE W,MARTIN GROVE RD,6195,1486,Steeles Ave W And Martin Grove Rd,,STEELES AVE W,MARTIN GROVE RD,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2021-06-29T04:00:00,"c(-79.6033810035634, 43.7578610076682)"
177,14134984,Lake Shore Blvd W,Lower Simcoe St,177,177,177,LAKE SHORE BLVD W,LOWER SIMCOE ST,6196,1747,Lake Shore Blvd W And Lower Simcoe St,,LAKE SHORE BLVD W,LOWER SIMCOE ST,,,,Toronto and East York,Spadina-Fort York(10),,,,52,,,2021-09-13T04:00:00,"c(-79.3831869970504, 43.6403400048128)"
178,13458216,Martin Grove Rd,Belfield Rd,178,178,178,MARTIN GROVE RD,BELFIELD RD,6197,0789,Martin Grove Rd And Belfield Rd,,MARTIN GROVE RD,BELFIELD RD,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2021-07-29T04:00:00,"c(-79.5756320005708, 43.7019480092184)"
179,13442251,Finch Ave E,Markham Rd,179,179,179,FINCH AVE E,MARKHAM RD,6198,1257,Finch Ave E And Markham Rd,,FINCH AVE E,MARKHAM RD,,,,Scarborough,Scarborough North(23),,,,42,,,2021-06-03T04:00:00,"c(-79.2430759998232, 43.8129710006548)"
180,13443837,Finch Ave E,Warden Ave,180,180,180,FINCH AVE E,WARDEN AVE,6199,1035,Finch Ave E And Warden Ave,,FINCH AVE E,WARDEN AVE,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2021-06-30T04:00:00,"c(-79.315766003199, 43.7967720021073)"
181,13451212,Lawrence Ave E,Pharmacy Ave,181,181,181,LAWRENCE AVE E,PHARMACY AVE,6200,0408,Lawrence Ave E And Pharmacy Ave,,LAWRENCE AVE E,PHARMACY AVE,,,,Scarborough,Scarborough Centre(21),,,,41,,,2021-07-29T04:00:00,"c(-79.3046450113134, 43.7432420025631)"
182,13464451,Jane St,Dundas St W,182,182,182,JANE ST,DUNDAS ST W,6201,0185,Jane St And Dundas St W,,JANE ST,DUNDAS ST W,,,,Toronto and East York,Parkdale-High Park(4),,,,11,,,2022-05-19T04:00:00,"c(-79.4911860014992, 43.6657339991971)"
183,13452119,Eglinton Ave E,Brimley Rd,183,183,183,EGLINTON AVE E,BRIMLEY RD,6202,0462,Eglinton Ave E And Brimley Rd,,EGLINTON AVE E,BRIMLEY RD,,,,Scarborough,Scarborough Centre(21),Scarborough Southwest(20),,,41,43,,2022-08-29T04:00:00,"c(-79.2480839990685, 43.7366960072987)"
184,13450997,Eglinton Ave E,Markham Rd,184,184,184,EGLINTON AVE E,MARKHAM RD,6203,0463,Eglinton Ave E And Markham Rd,,EGLINTON AVE E,MARKHAM RD,,,,Scarborough,Scarborough Southwest(20),Scarborough-Guildwood(24),,,43,,,2021-06-23T04:00:00,"c(-79.2189130009699, 43.7431820018927)"
185,13445861,McCowan Rd,Consilium Pl,185,185,185,MCCOWAN RD,CONSILIUM PL,6204,0940,Mccowan Rd And Consilium Pl / 401 C E Mccowan Rd Ramp,HWY 401 SOUTH INTERSECTION,MCCOWAN RD,CONSILIUM PL,401 C E MCCOWAN RD RAMP,,,Scarborough,Scarborough Centre(21),Scarborough-Guildwood(24),,,43,,,2022-10-14T04:00:00,"c(-79.2542179919047, 43.7795880023281)"
186,13455129,St Clair Ave E,Danforth Rd,186,186,186,ST CLAIR AVE E,DANFORTH RD,6205,0392,St Clair Ave E And Danforth Rd,,ST CLAIR AVE E,DANFORTH RD,,,,Scarborough,Scarborough Southwest(20),,,,41,,,2021-04-27T04:00:00,"c(-79.2599200046733, 43.716846011755)"
187,13449204,Lawrence Ave E,McCowan Rd,187,187,187,LAWRENCE AVE E,MCCOWAN RD,6206,0380,Lawrence Ave E And Mccowan Rd,,LAWRENCE AVE E,MCCOWAN RD,,,,Scarborough,Scarborough Centre(21),Scarborough-Guildwood(24),,,43,,,2021-08-16T04:00:00,"c(-79.2454219966348, 43.7555480047005)"
188,20154546,Morningside Ave,401 C W Morningside Ave N Ramp,188,188,188,MORNINGSIDE AVE,401 C W MORNINGSIDE AVE N RAMP,6207,1546,Morningside Ave And 401 C W Morningside Ave N Ramp / Cinemart Dr,HWY 401 NORTH INTERSECTION,MORNINGSIDE AVE,401 C W MORNINGSIDE AVE N RAMP,CINEMART DR,,,Scarborough,Scarborough-Rouge Park(25),,,,42,,,2021-06-23T04:00:00,"c(-79.1977450106576, 43.7978289967425)"
189,13447492,Bellamy Rd N,Brimorton Dr,189,189,189,BELLAMY RD N,BRIMORTON DR,6208,1017,Bellamy Rd N And Brimorton Dr,,BELLAMY RD N,BRIMORTON DR,,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2021-06-03T04:00:00,"c(-79.23916500512, 43.7674520013201)"
190,13449428,Weston Rd,Fenmar Dr,190,190,190,WESTON RD,FENMAR DR,6209,1149,Weston Rd And Fenmar Dr,,WESTON RD,FENMAR DR,,,,Etobicoke York,Humber River-Black Creek(7),,,,31,,,2021-07-29T04:00:00,"c(-79.543761993849, 43.7574660031374)"
191,13441776,Markham Rd,McNicoll Ave,191,191,191,MARKHAM RD,MCNICOLL AVE,6210,1560,Markham Rd And Mcnicoll Ave,,MARKHAM RD,MCNICOLL AVE,,,,Scarborough,Scarborough North(23),,,,42,,,2021-06-11T04:00:00,"c(-79.247816998906, 43.8239970063578)"
192,13450818,Lawrence Ave E,Warden Ave,192,192,192,LAWRENCE AVE E,WARDEN AVE,6211,0409,Lawrence Ave E And Warden Ave,,LAWRENCE AVE E,WARDEN AVE,,,,Scarborough,Scarborough Centre(21),,,,41,,,2021-06-23T04:00:00,"c(-79.2947299975949, 43.7453760055059)"
193,13462349,Kipling Ave,Widdicombe Hill,193,193,193,KIPLING AVE,WIDDICOMBE HILL,6212,1359,Kipling Ave And Widdicombe Hill / Widdicombe Hill Blvd,,KIPLING AVE,WIDDICOMBE HILL,WIDDICOMBE HILL BLVD,,,Etobicoke York,Etobicoke Centre(2),,,,23,,,2021-08-16T04:00:00,"c(-79.5517119968769, 43.6789370037179)"
194,13446075,Sheppard Ave E,Warden Ave,194,194,194,SHEPPARD AVE E,WARDEN AVE,6213,0750,Sheppard Ave E And Warden Ave,,SHEPPARD AVE E,WARDEN AVE,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2021-12-29T05:00:00,"c(-79.30790499033, 43.7787310059445)"
195,13449501,Lawrence Ave E,Brimley Rd,195,195,195,LAWRENCE AVE E,BRIMLEY RD,6214,0414,Lawrence Ave E And Brimley Rd,,LAWRENCE AVE E,BRIMLEY RD,,,,Scarborough,Scarborough Centre(21),,,,41,43,,2021-08-27T04:00:00,"c(-79.2553669940847, 43.75352600203)"
196,13450458,William R Allen Rd,Sheppard Ave W,196,196,196,WILLIAM R ALLEN RD,SHEPPARD AVE W,6215,1407,William R Allen Rd And Sheppard Ave W,,WILLIAM R ALLEN RD,SHEPPARD AVE W,,,,North York,York Centre(6),,,,32,,,2021-06-29T04:00:00,"c(-79.4633900003128, 43.7502510064068)"
197,13441919,Midland Ave,Copthorne Ave,197,197,197,MIDLAND AVE,COPTHORNE AVE,6216,1565,Midland Ave And Copthorne Ave / Passmore Ave,,MIDLAND AVE,COPTHORNE AVE,PASSMORE AVE,,,Scarborough,Scarborough-Agincourt(22),Scarborough North(23),,,42,,,2021-08-16T04:00:00,"c(-79.2949340100423, 43.8207070058596)"
198,13452186,Lawrence Ave E,The Donway E,198,198,198,LAWRENCE AVE E,THE DONWAY E,6217,0403,Lawrence Ave E And The Donway E,,LAWRENCE AVE E,THE DONWAY E,,,,North York,Don Valley East(16),,,,33,,,2022-07-13T04:00:00,"c(-79.3409769972931, 43.7376949952709)"
199,13445219,Sheppard Ave E,Midland Ave,199,199,199,SHEPPARD AVE E,MIDLAND AVE,6218,0862,Sheppard Ave E And Midland Ave,,SHEPPARD AVE E,MIDLAND AVE,,,,Scarborough,Scarborough-Agincourt(22),Scarborough North(23),,,42,,,2022-09-27T04:00:00,"c(-79.2785700014687, 43.7853480059608)"
200,13442528,Steeles Ave E,Don Mills Rd,200,200,200,STEELES AVE E,DON MILLS RD,6219,1038,Steeles Ave E And Don Mills Rd,,STEELES AVE E,DON MILLS RD,,,,North York,Don Valley North(17),,,,33,,,2021-09-13T04:00:00,"c(-79.3607760036512, 43.8111839970382)"
201,13455179,St Clair Ave E,Kennedy Rd,201,201,201,ST CLAIR AVE E,KENNEDY RD,6220,0475,St Clair Ave E And Kennedy Rd,,ST CLAIR AVE E,KENNEDY RD,,,,Scarborough,Scarborough Southwest(20),,,,41,,,2022-12-21T05:00:00,"c(-79.2613339983195, 43.7165249998306)"
202,13454001,Danforth Rd,Midland Ave,202,202,202,DANFORTH RD,MIDLAND AVE,6221,0377,Danforth Rd And Midland Ave,,DANFORTH RD,MIDLAND AVE,,,,Scarborough,Scarborough Southwest(20),,,,41,,,2022-12-28T05:00:00,"c(-79.2539609986464, 43.7248270048835)"
203,13442643,Finch Ave E,McCowan Rd,203,203,203,FINCH AVE E,MCCOWAN RD,6222,1176,Finch Ave E And Mccowan Rd,,FINCH AVE E,MCCOWAN RD,,,,Scarborough,Scarborough North(23),,,,42,,,2021-11-09T05:00:00,"c(-79.2665059922644, 43.8080259992832)"
204,13441814,Steeles Ave E,Kennedy Rd,204,204,204,STEELES AVE E,KENNEDY RD,6223,1192,Steeles Ave E And Kennedy Rd,,STEELES AVE E,KENNEDY RD,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2022-11-23T05:00:00,"c(-79.3070660087638, 43.8236890021241)"
205,13445620,Steeles Ave W,Alness St,205,205,205,STEELES AVE W,ALNESS ST,6224,1231,Steeles Ave W And Alness St,,STEELES AVE W,ALNESS ST,,,,North York,York Centre(6),,,,32,,,2021-07-29T04:00:00,"c(-79.481056997688, 43.7847000015855)"
206,13443499,Markham Rd,McLevin Ave,206,206,206,MARKHAM RD,MCLEVIN AVE,6225,1239,Markham Rd And Mclevin Ave / Nugget Ave,,MARKHAM RD,MCLEVIN AVE,NUGGET AVE,,,Scarborough,Scarborough North(23),,,,42,,,2021-12-29T05:00:00,"c(-79.2410409983707, 43.798555006947)"
207,13467307,Burnhamthorpe Rd,Martin Grove Rd,207,207,207,BURNHAMTHORPE RD,MARTIN GROVE RD,6226,0785,Burnhamthorpe Rd And Martin Grove Rd,,BURNHAMTHORPE RD,MARTIN GROVE RD,,,,Etobicoke York,Etobicoke Centre(2),,,,22,,,2022-08-29T04:00:00,"c(-79.5489809979942, 43.6488059964487)"
208,13467918,Burnhamthorpe Rd,The West Mall,208,208,208,BURNHAMTHORPE RD,THE WEST MALL,6227,0875,Burnhamthorpe Rd And The West Mall,,BURNHAMTHORPE RD,THE WEST MALL,,,,Etobicoke York,Etobicoke Centre(2),,,,22,,,2021-08-27T04:00:00,"c(-79.5672500121821, 43.6445520063353)"
209,13444590,Markham Rd,Milner Ave,209,209,209,MARKHAM RD,MILNER AVE,6228,1203,Markham Rd And Milner Ave,,MARKHAM RD,MILNER AVE,,,,Scarborough,Scarborough North(23),,,,42,,,2021-09-27T04:00:00,"c(-79.2370580017317, 43.789554000022)"
210,13452853,Finch Ave W,Martin Grove Rd,210,210,210,FINCH AVE W,MARTIN GROVE RD,6229,0992,Finch Ave W And Martin Grove Rd,,FINCH AVE W,MARTIN GROVE RD,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2021-12-29T05:00:00,"c(-79.5917030015765, 43.7367719992734)"
211,13464218,Jane St,St Clair Ave W,211,211,211,JANE ST,ST CLAIR AVE W,6230,0495,Jane St And St Clair Ave W,,JANE ST,ST CLAIR AVE W,,,,Etobicoke York,York South-Weston(5),,,,12,11,,2021-08-16T04:00:00,"c(-79.4917669900948, 43.6671840047067)"
212,13442074,Finch Ave E,Neilson Rd,212,212,212,FINCH AVE E,NEILSON RD,6231,1587,Finch Ave E And Neilson Rd,,FINCH AVE E,NEILSON RD,,,,Scarborough,Scarborough North(23),Scarborough-Rouge Park(25),,,42,,,2021-09-30T04:00:00,"c(-79.2276000011759, 43.8162650011277)"
213,13450586,Lawrence Ave E,Howden Rd,213,213,213,LAWRENCE AVE E,HOWDEN RD,6232,1284,Lawrence Ave E And Howden Rd / Underwriters Rd,,LAWRENCE AVE E,HOWDEN RD,UNDERWRITERS RD,,,Scarborough,Scarborough Centre(21),,,,41,,,2021-12-16T05:00:00,"c(-79.2879609941987, 43.7468220061773)"
214,13442174,Finch Ave E,Tapscott Rd,214,214,214,FINCH AVE E,TAPSCOTT RD,6233,1258,Finch Ave E And Tapscott Rd,,FINCH AVE E,TAPSCOTT RD,,,,Scarborough,Scarborough North(23),,,,42,,,2023-01-18T05:00:00,"c(-79.2371370013515, 43.8142170010598)"
215,13443302,Kennedy Rd,Finch Ave E,215,215,215,KENNEDY RD,FINCH AVE E,6234,1021,Kennedy Rd And Finch Ave E,,KENNEDY RD,FINCH AVE E,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2021-11-09T05:00:00,"c(-79.2965979921245, 43.8012680068432)"
216,13446040,Finch Ave E,Kenneth Ave,216,216,216,FINCH AVE E,KENNETH AVE,6235,1205,Finch Ave E And Kenneth Ave,,FINCH AVE E,KENNETH AVE,,,,North York,Willowdale(18),,,,32,,,2022-08-29T04:00:00,"c(-79.4123149915302, 43.7804750101607)"
217,13455952,Warden Ave,St Clair Ave E,217,217,217,WARDEN AVE,ST CLAIR AVE E,6236,0473,Warden Ave And St Clair Ave E,,WARDEN AVE,ST CLAIR AVE E,,,,Scarborough,Scarborough Southwest(20),,,,41,,,2022-12-21T05:00:00,"c(-79.2810030013003, 43.7120450072188)"
218,13448022,Willowdale Ave,Spring Garden Ave,218,218,218,WILLOWDALE AVE,SPRING GARDEN AVE,6237,2473,Willowdale Ave And Spring Garden Ave,,WILLOWDALE AVE,SPRING GARDEN AVE,,,,North York,Willowdale(18),,,,32,,,2021-08-27T04:00:00,"c(-79.4009059964784, 43.7663430021023)"
219,NA,,,219,219,219,O CONNOR DR,SUNRISE AVE,6238,0520,O Connor Dr And Sunrise Ave,,O CONNOR DR,SUNRISE AVE,,,,North York,Don Valley East(16),Beaches-East York(19),,,54,,,2021-11-09T05:00:00,"c(-79.3044680026261, 43.7189060068888)"
220,13457328,Martin Grove Rd,Bethridge Rd,220,220,220,MARTIN GROVE RD,BETHRIDGE RD,6239,1086,Martin Grove Rd And Bethridge Rd,,MARTIN GROVE RD,BETHRIDGE RD,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2021-09-30T04:00:00,"c(-79.5782439915549, 43.7075449991539)"
221,13447347,Kingston Rd,Lawrence Ave E,221,221,221,KINGSTON RD,LAWRENCE AVE E,6240,0144,Kingston Rd And Lawrence Ave E,,KINGSTON RD,LAWRENCE AVE E,,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2022-11-14T05:00:00,"c(-79.1896089953668, 43.7676529995469)"
222,13447139,Ellesmere Rd,Brimley Rd,222,222,222,ELLESMERE RD,BRIMLEY RD,6241,0698,Ellesmere Rd And Brimley Rd,,ELLESMERE RD,BRIMLEY RD,,,,Scarborough,Scarborough Centre(21),,,,41,43,,2022-07-28T04:00:00,"c(-79.2613310111036, 43.7700650058419)"
223,13444901,Brimley Rd,Sheppard Ave E,223,223,223,BRIMLEY RD,SHEPPARD AVE E,6242,1109,Brimley Rd And Sheppard Ave E,,BRIMLEY RD,SHEPPARD AVE E,,,,Scarborough,Scarborough North(23),,,,42,,,2021-09-27T04:00:00,"c(-79.2683120020163, 43.7875780115527)"
224,13448822,Markham Rd,Greencedar Crct,224,224,224,MARKHAM RD,GREENCEDAR CRCT,6243,0704,Markham Rd And Greencedar Crct / Greencrest Crct,,MARKHAM RD,GREENCEDAR CRCT,GREENCREST CRCT,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2021-08-27T04:00:00,"c(-79.2247089902657, 43.7578400050447)"
225,NA,,,225,225,225,REXDALE BLVD,QUEENS PLATE DR,6244,1668,Rexdale Blvd And Queens Plate Dr,EAST INTERSECTION,REXDALE BLVD,QUEENS PLATE DR,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2022-11-02T04:00:00,"c(-79.5926150038854, 43.7165310032397)"
226,NA,,,226,226,226,YONGE ST,RICHMOND ST,6245,0033,Yonge St And Richmond St,,YONGE ST,RICHMOND ST,,,,Toronto and East York,Toronto Centre(13),,,,51,52,,2022-09-16T04:00:00,"c(-79.3789840090281, 43.6516920007317)"
227,13469971,Evans Ave,Horner Ave,227,227,227,EVANS AVE,HORNER AVE,6246,0774,Evans Ave And Horner Ave,,EVANS AVE,HORNER AVE,,,,Etobicoke York,Etobicoke-Lakeshore(3),,,,22,,,2021-09-30T04:00:00,"c(-79.5188459932174, 43.6169930013198)"
228,13442179,Steeles Ave E,Victoria Park Ave,228,228,228,STEELES AVE E,VICTORIA PARK AVE,6247,1142,Steeles Ave E And Victoria Park Ave,,STEELES AVE E,VICTORIA PARK AVE,,,,North York,Don Valley North(17),Scarborough-Agincourt(22),,,33,42,,2023-01-18T05:00:00,"c(-79.3413169998851, 43.8156500059062)"
229,13465689,Dundas St W,Royal York Rd,229,229,229,DUNDAS ST W,ROYAL YORK RD,6248,1852,Dundas St W And Royal York Rd / Private Access @ 275m East Of - Kingsway Mills Plaza,,DUNDAS ST W,ROYAL YORK RD,PRIVATE ACCESS,275M EAST OF,KINGSWAY MILLS PLAZA,Etobicoke York,Etobicoke Centre(2),Etobicoke-Lakeshore(3),,,22,,,2021-10-21T04:00:00,"c(-79.5135780034782, 43.6594600022959)"
230,13441833,McCowan Rd,Alton Towers Crcl,230,230,230,MCCOWAN RD,ALTON TOWERS CRCL,6249,1711,Mccowan Rd And Alton Towers Crcl @ 210m South Of,ALTON TOWERS CRCL (NORTH),MCCOWAN RD,ALTON TOWERS CRCL,,210M SOUTH OF,,Scarborough,Scarborough North(23),,,,42,,,2021-11-09T05:00:00,"c(-79.2751400030519, 43.8250800011958)"
231,13454821,Jane St,William Cragg Dr,231,231,231,JANE ST,WILLIAM CRAGG DR,6250,1472,Jane St And William Cragg Dr / Private Access @ 70m North Of - Sheridan Mall,,JANE ST,WILLIAM CRAGG DR,PRIVATE ACCESS,70M NORTH OF,SHERIDAN MALL,Etobicoke York,Humber River-Black Creek(7),York Centre(6),,,31,,,2021-12-16T05:00:00,"c(-79.5091200039297, 43.7229899950159)"
232,13444720,Neilson Rd,Military Trl,232,232,232,NEILSON RD,MILITARY TRL,6251,1423,Neilson Rd And Military Trl,,NEILSON RD,MILITARY TRL,,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2022-03-17T04:00:00,"c(-79.2083430021465, 43.7879720042868)"
233,13453576,Martin Grove Rd,John Garland Blvd,233,233,233,MARTIN GROVE RD,JOHN GARLAND BLVD,6252,1132,Martin Grove Rd And John Garland Blvd,,MARTIN GROVE RD,JOHN GARLAND BLVD,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2022-02-10T05:00:00,"c(-79.5894230008677, 43.7320220035084)"
